Station,Date,Tavg,DewPoint,Heat,Cool,PrecipTotal,SeaLevel,ResultSpeed,ResultDir,Sunrise,Sunset,RHumidity
2,2008-10-31,60.0,46,5,0,0.0,30.3,6.0,22,06:23,16:47,59.82966211519545
1,2009-05-01,53.0,40,12,0,0.02,29.98,8.4,29,04:48,18:49,61.21468958728258
2,2009-05-01,55.0,42,10,0,0.04,29.98,8.1,29,04:48,18:49,61.47944503128754
1,2009-05-02,55.0,33,10,0,0.0,29.94,8.8,26,04:47,18:50,43.16456515379113
2,2009-05-02,55.0,34,10,0,0.0,29.95,9.2,27,04:47,18:50,44.92675003361713
1,2009-05-03,56.0,34,8,0,0.0,29.92,3.9,26,04:46,18:51,43.32579041155482
2,2009-05-03,58.0,35,7,0,0.0,29.92,4.7,26,04:46,18:51,41.95002379392463
1,2009-05-04,56.0,34,8,0,0.0,30.02,6.5,9,04:44,18:52,43.32579041155482
2,2009-05-04,60.0,36,5,0,0.0,30.02,7.1,9,04:44,18:52,40.63578428451645
1,2009-05-05,60.0,40,5,0,0.0,29.95,5.5,13,04:43,18:53,47.535378658490714
2,2009-05-05,62.0,41,3,0,0.0,29.95,5.1,12,04:43,18:53,46.03361253726266
1,2009-05-06,63.0,51,2,0,0.67,29.79,6.5,19,04:42,18:55,64.87706300814675
2,2009-05-06,66.0,51,0,1,0.86,29.8,6.2,19,04:42,18:55,58.42632469788989
1,2009-05-07,66.0,52,0,2,0.19,29.73,8.5,25,04:41,18:56,60.623940458725166
2,2009-05-07,66.0,53,0,2,0.03,29.74,8.2,24,04:41,18:56,62.894084892669234
1,2009-05-08,65.0,53,0,0,0.02,29.68,4.9,21,04:39,18:57,65.11877527904619
2,2009-05-08,66.0,55,0,1,0.01,29.67,4.4,20,04:39,18:57,67.66016472401645
1,2009-05-09,54.0,44,10,0,0.0,29.87,6.8,29,04:38,18:58,68.84233317426279
2,2009-05-09,54.0,44,10,0,0.0,29.87,4.7,28,04:38,18:58,68.84233317426279
1,2009-05-10,54.0,39,11,0,0.0,30.11,4.7,30,04:37,18:59,56.76064916568729
2,2009-05-10,55.0,40,10,0,0.02,30.11,5.1,30,04:37,18:59,56.90263834392272
1,2009-05-11,50.0,35,15,0,0.0,30.2,0.7,8,04:36,18:00,56.18678998889916
2,2009-05-11,50.0,34,14,0,0.0,30.2,2.1,7,04:36,18:00,53.99275556510238
1,2009-05-12,55.0,34,10,0,0.0,30.13,9.5,16,04:35,19:01,44.92675003361713
2,2009-05-12,58.0,32,7,0,0.0,30.13,8.9,16,04:35,19:01,37.20478260074684
1,2009-05-13,62.0,56,3,0,0.55,29.76,14.4,19,04:34,19:02,80.69837140029473
2,2009-05-13,62.0,58,2,0,1.03,29.77,12.9,18,04:34,19:02,86.7316845637647
1,2009-05-14,60.0,44,4,0,0.0,30.0,10.5,27,04:33,19:03,55.451466031613236
2,2009-05-14,62.0,44,3,0,0.0,30.0,11.1,27,04:33,19:03,51.657661196293624
1,2009-05-15,56.0,51,8,0,0.39,30.0,6.0,16,04:32,19:04,83.27545387978601
2,2009-05-15,59.0,52,6,0,0.7,29.99,4.4,15,04:32,19:04,77.56828852520378
1,2009-05-16,54.0,40,11,0,0.0,30.05,11.0,29,04:31,19:05,59.01460519198746
2,2009-05-16,54.0,41,10,0,0.04,30.05,11.0,30,04:31,19:05,61.347362968351604
1,2009-05-17,51.0,27,14,0,0.0,30.32,0.2,33,04:30,19:06,39.16502483865918
2,2009-05-17,50.0,28,15,0,0.0,30.32,3.3,9,04:30,19:06,42.35132596651805
1,2009-05-18,53.0,33,12,0,0.0,30.29,9.6,19,04:29,19:07,46.43555262040956
2,2009-05-18,56.0,30,9,0,0.0,30.3,9.3,19,04:29,19:07,36.87712868300609
1,2009-05-19,66.0,44,0,1,0.0,30.21,13.5,21,04:28,19:08,44.91191040287288
2,2009-05-19,67.0,43,0,2,0.0,30.22,12.3,21,04:28,19:08,41.75580551119251
1,2009-05-20,72.0,44,0,8,0.0,30.13,14.4,20,04:27,19:09,36.56881866475328
2,2009-05-20,73.0,43,0,8,0.0,30.13,11.9,20,04:27,19:09,34.02838260153297
1,2009-05-21,72.0,49,0,7,0.0,30.09,7.8,23,04:26,19:10,44.16467907446139
2,2009-05-21,72.0,48,0,8,0.0,30.09,8.1,25,04:26,19:10,42.54287617924819
1,2009-05-22,61.0,46,4,0,0.0,30.18,10.4,4,04:25,19:11,57.74234446395111
2,2009-05-22,63.0,47,2,0,0.0,30.16,10.0,3,04:25,19:11,55.877891212486965
1,2009-05-23,65.0,50,0,0,0.0,30.06,4.5,7,04:25,19:12,58.290661358638104
2,2009-05-23,67.0,51,0,2,0.0,30.05,4.5,8,04:25,19:12,56.43857637904147
1,2009-05-24,63.0,46,2,0,0.0,30.07,10.4,4,04:24,19:13,53.80810032343676
2,2009-05-24,63.0,47,2,0,0.0,30.05,10.7,3,04:24,19:13,55.877891212486965
1,2009-05-25,60.0,43,4,0,0.04,30.02,10.3,6,04:23,19:14,53.37045277273991
2,2009-05-25,60.0,46,5,0,0.08,30.0,8.7,6,04:23,19:14,59.82966211519545
1,2009-05-26,64.0,51,1,0,1.73,29.82,7.5,5,04:22,19:15,62.6420155688968
2,2009-05-26,66.0,54,0,1,1.38,29.81,5.7,6,04:22,19:15,65.2387976002875
1,2009-05-27,64.0,58,1,0,0.02,29.68,3.6,24,04:22,19:16,80.84659363061954
2,2009-05-27,66.0,60,0,2,0.0,29.67,6.8,24,04:22,19:16,80.99318848895413
1,2009-05-28,58.0,51,7,0,0.0,29.76,6.8,30,04:21,19:16,77.48256637144449
2,2009-05-28,60.0,51,5,0,0.0,29.75,6.8,29,04:21,19:16,72.137331284171
1,2009-05-29,62.0,49,3,0,0.0,29.88,2.7,32,04:21,19:17,62.387687428101856
2,2009-05-29,66.0,49,0,1,0.0,29.87,2.0,31,04:21,19:17,54.2407488671668
1,2009-05-30,64.0,46,0,0,0.0,29.81,2.9,27,04:20,19:18,51.95438421388198
2,2009-05-30,66.0,46,0,1,0.0,29.8,1.8,29,04:20,19:18,48.457951009264626
1,2009-05-31,59.0,41,6,0,0.0,29.94,2.7,10,04:20,19:19,51.20848118783703
2,2009-05-31,60.0,43,4,0,0.0,29.93,2.9,9,04:20,19:19,53.37045277273991
1,2009-06-01,64.0,53,0,0,0.44,29.89,1.2,34,04:19,19:20,67.43214236750362
2,2009-06-01,66.0,54,0,1,0.83,29.88,1.0,34,04:19,19:20,65.2387976002875
1,2009-06-02,54.0,46,11,0,0.12,30.09,7.4,3,04:19,19:20,74.2778113510956
2,2009-06-02,56.0,47,9,0,0.06,30.07,8.3,3,04:19,19:20,71.72422019136161
1,2009-06-03,52.0,39,13,0,0.0,30.15,10.5,4,04:18,19:21,61.08142219990347
2,2009-06-03,54.0,40,11,0,0.0,30.13,11.0,2,04:18,19:21,59.01460519198746
1,2009-06-04,55.0,37,10,0,0.0,30.05,4.7,4,04:18,19:22,50.60187561794369
2,2009-06-04,58.0,38,7,0,0.0,30.05,5.2,5,04:18,19:22,47.223732167466274
1,2009-06-05,62.0,44,3,0,0.0,29.91,5.8,26,04:17,19:23,51.657661196293624
2,2009-06-05,64.0,43,1,0,0.0,29.91,6.3,25,04:17,19:23,46.34538974472218
1,2009-06-06,57.0,45,8,0,0.02,29.93,6.2,5,04:17,19:23,64.13838211334647
2,2009-06-06,60.0,48,4,0,0.0,29.92,4.7,3,04:17,19:23,64.51028333640114
1,2009-06-07,62.0,53,2,0,0.04,29.87,2.7,8,04:17,19:24,72.3407510277855
2,2009-06-07,65.0,54,0,0,0.0,29.86,1.5,11,04:17,19:24,67.54642519496244
1,2009-06-08,66.0,60,0,1,0.45,29.77,5.9,24,04:17,19:25,80.99318848895413
2,2009-06-08,68.0,61,0,4,0.3,29.76,6.4,25,04:17,19:25,78.31935415820635
1,2009-06-09,61.0,53,4,0,0.0,29.94,4.0,6,04:16,19:25,74.9443969251436
2,2009-06-09,62.0,53,3,0,0.0,29.94,6.4,8,04:16,19:25,72.3407510277855
1,2009-06-10,60.0,49,4,0,0.01,29.89,8.0,5,04:16,19:26,66.96951913995109
2,2009-06-10,61.0,50,4,0,0.04,29.88,8.5,4,04:16,19:26,67.0860046610338
1,2009-06-11,58.0,51,6,0,0.01,29.83,10.2,3,04:16,19:26,77.48256637144449
2,2009-06-11,56.0,53,8,0,1.14,29.82,8.8,1,04:16,19:26,89.64338408881606
1,2009-06-12,62.0,49,3,0,0.0,29.95,4.4,7,04:16,19:27,62.387687428101856
2,2009-06-12,61.0,49,4,0,0.0,29.95,5.0,6,04:16,19:27,64.63310849589597
1,2009-06-13,61.0,51,4,0,0.33,30.0,5.9,5,04:16,19:27,69.62062770304101
2,2009-06-13,61.0,52,4,0,0.31,29.99,7.2,4,04:16,19:27,72.23929984287824
1,2009-06-14,64.0,48,1,0,0.0,30.01,4.5,4,04:16,19:28,56.01890312789417
2,2009-06-14,65.0,50,0,0,0.0,30.0,5.1,5,04:16,19:28,58.290661358638104
1,2009-06-15,67.0,49,0,2,0.0,30.01,5.5,9,04:16,19:28,52.395399909632864
2,2009-06-15,69.0,49,0,4,0.0,29.99,7.4,9,04:16,19:28,48.91231522715638
1,2009-06-16,65.0,55,0,0,1.23,29.89,11.2,10,04:16,19:29,70.05344094799003
2,2009-06-16,68.0,57,0,3,1.07,29.87,10.3,11,04:16,19:29,67.8860255670556
1,2009-06-17,66.0,59,0,1,0.0,29.88,3.0,36,04:16,19:29,78.15557312319325
2,2009-06-17,68.0,60,0,3,0.0,29.87,2.6,34,04:16,19:29,75.58697418832249
1,2009-06-18,70.0,63,0,6,0.12,30.0,6.7,16,04:16,19:29,78.481394078393
2,2009-06-18,72.0,64,0,7,0.11,29.79,3.7,17,04:16,19:29,75.94378647886145
1,2009-06-19,76.0,67,0,11,3.97,29.7,7.2,18,04:16,19:30,73.70845748055447
2,2009-06-19,77.0,68,0,12,0.87,29.68,6.3,18,04:16,19:30,73.8025121880607
1,2009-06-20,78.0,65,0,13,0.0,29.76,8.3,29,04:16,19:30,64.36023541711909
2,2009-06-20,78.0,65,0,14,0.0,29.74,8.3,28,04:16,19:30,64.36023541711909
1,2009-06-21,77.0,63,0,12,0.01,29.82,2.8,7,04:16,19:30,62.027888304697775
2,2009-06-21,78.0,64,0,14,0.0,29.8,3.3,9,04:16,19:30,62.15225499128753
1,2009-06-22,78.0,67,0,14,0.09,29.79,4.0,11,04:17,19:31,68.98371246394646
2,2009-06-22,80.0,67,0,15,0.06,29.77,5.3,12,04:17,19:31,64.59707555210858
1,2009-06-23,82.0,69,0,18,0.0,29.87,1.8,14,04:17,19:31,64.83182192304785
2,2009-06-23,84.0,68,0,19,0.0,29.85,2.8,13,04:17,19:31,58.72377987233812
1,2009-06-24,84.0,68,0,20,0.04,29.87,1.9,22,04:17,19:31,58.72377987233812
2,2009-06-24,83.0,68,0,18,0.78,29.85,2.1,23,04:17,19:31,60.64841049325642
1,2009-06-25,84.0,69,0,20,0.0,29.8,2.4,32,04:17,19:31,60.77429405187472
2,2009-06-25,84.0,68,0,20,0.0,29.77,1.8,26,04:17,19:31,58.72377987233812
1,2009-06-26,78.0,60,0,13,0.0,29.85,6.4,4,04:18,19:31,53.97125809200247
2,2009-06-26,79.0,61,0,14,0.0,29.83,6.4,4,04:18,19:31,54.11135105682001
1,2009-06-27,76.0,61,0,11,0.3,29.82,5.1,21,04:18,19:31,59.75241167088612
2,2009-06-27,78.0,60,0,14,0.05,29.8,6.0,22,04:18,19:31,53.97125809200247
1,2009-06-28,74.0,53,0,10,0.0,29.73,13.2,29,04:19,19:31,47.874625301538124
2,2009-06-28,76.0,53,0,11,0.0,29.71,14.1,29,04:19,19:31,44.78108457497471
1,2009-06-29,70.0,54,0,5,0.0,29.6,12.2,30,04:19,19:31,56.85324660594026
2,2009-06-29,72.0,54,0,7,0.0,29.59,13.4,30,04:19,19:31,53.1196677663226
1,2009-06-30,62.0,53,2,0,0.0,29.65,8.9,30,04:19,19:31,72.3407510277855
2,2009-06-30,64.0,53,0,0,0.0,29.64,8.1,30,04:19,19:31,67.43214236750362
1,2009-07-01,61.0,52,4,0,0.0,29.77,8.2,32,04:20,19:31,72.23929984287824
2,2009-07-01,61.0,54,4,0,0.02,29.76,6.6,31,04:20,19:31,77.73834933155906
1,2009-07-02,66.0,54,0,1,0.0,29.95,8.4,31,04:20,19:31,65.2387976002875
2,2009-07-02,66.0,55,0,2,0.0,29.94,5.7,31,04:20,19:31,67.66016472401645
1,2009-07-03,71.0,56,0,6,0.0,30.06,1.2,34,04:21,19:31,59.09625567070867
2,2009-07-03,70.0,56,0,6,0.0,30.05,1.8,2,04:21,19:31,61.1421746910109
1,2009-07-04,64.0,58,1,0,0.2,29.99,1.8,13,04:22,19:30,80.84659363061954
2,2009-07-04,66.0,58,0,1,0.12,29.98,3.4,14,04:22,19:30,75.4057685928978
1,2009-07-05,69.0,58,0,4,0.05,29.92,0.7,34,04:22,19:30,67.99815268764517
2,2009-07-05,72.0,59,0,7,0.03,29.9,0.3,36,04:22,19:30,63.63694965420793
1,2009-07-06,73.0,54,0,8,0.0,29.86,7.5,31,04:23,19:30,51.35679010988392
2,2009-07-06,74.0,54,0,9,0.0,29.84,4.2,30,04:23,19:30,49.659407487470894
1,2009-07-07,68.0,54,0,3,0.0,29.89,5.9,7,04:23,19:30,60.88417312972738
2,2009-07-07,70.0,55,0,6,0.0,29.88,5.9,7,04:23,19:30,58.963380257579956
1,2009-07-08,63.0,56,2,0,0.06,29.99,6.8,6,04:24,19:29,77.90658589720972
2,2009-07-08,65.0,55,0,0,0.17,29.98,7.0,8,04:24,19:29,70.05344094799003
1,2009-07-09,69.0,57,0,4,0.0,30.07,5.8,11,04:25,19:29,65.59556279510115
2,2009-07-09,72.0,58,0,7,0.0,30.05,6.5,10,04:25,19:29,61.397964442270506
1,2009-07-10,72.0,64,0,8,0.08,30.06,4.4,21,04:25,19:29,75.94378647886145
2,2009-07-10,76.0,65,0,11,0.12,30.04,3.6,21,04:25,19:29,68.76831510279386
1,2009-07-11,74.0,59,0,9,0.25,30.04,4.8,31,04:26,19:28,59.49158469966004
2,2009-07-11,76.0,60,0,12,1.12,30.02,5.9,29,04:26,19:28,57.66778910783504
1,2009-07-12,70.0,51,0,5,0.0,30.07,2.9,29,04:27,19:28,50.916423485910975
2,2009-07-12,71.0,50,0,6,0.0,30.05,1.9,33,04:27,19:28,47.421028256458584
1,2009-07-13,70.0,46,0,5,0.0,30.07,4.8,7,04:28,19:27,42.22934726093345
2,2009-07-13,72.0,48,0,7,0.0,30.05,5.8,7,04:28,19:27,42.54287617924819
1,2009-07-14,68.0,51,0,3,0.0,30.07,6.7,16,04:28,19:27,54.52642597791101
2,2009-07-14,70.0,49,0,6,0.0,30.06,7.5,16,04:28,19:27,47.26884591481678
1,2009-07-15,75.0,62,0,10,0.68,29.9,10.0,24,04:29,19:26,64.00100515322764
2,2009-07-15,76.0,62,0,12,0.32,29.88,10.0,25,04:29,19:26,61.90298543869785
1,2009-07-16,72.0,56,0,7,0.0,29.89,9.9,28,04:30,19:25,57.126939972459
2,2009-07-16,74.0,57,0,9,0.17,29.88,9.6,28,04:30,19:25,55.370380068334455
1,2009-07-17,64.0,51,1,0,0.0,29.87,10.6,30,04:31,19:25,62.6420155688968
2,2009-07-17,64.0,52,1,0,0.0,29.86,10.1,29,04:31,19:25,64.99819801604751
1,2009-07-18,64.0,52,0,0,0.0,30.01,8.1,31,04:32,19:24,64.99819801604751
2,2009-07-18,66.0,52,0,1,0.0,30.0,6.6,32,04:32,19:24,60.623940458725166
1,2009-07-19,64.0,52,1,0,0.0,30.11,1.3,36,04:33,19:23,64.99819801604751
2,2009-07-19,66.0,53,0,2,0.0,30.1,1.4,4,04:33,19:23,62.894084892669234
1,2009-07-20,66.0,55,0,1,0.0,30.09,5.1,9,04:33,19:23,67.66016472401645
2,2009-07-20,68.0,56,0,3,0.0,30.08,6.2,10,04:33,19:23,65.47718858023127
1,2009-07-21,69.0,57,0,4,0.04,30.01,3.1,13,04:34,19:22,65.59556279510115
2,2009-07-21,73.0,56,0,8,0.0,29.99,4.9,14,04:34,19:22,55.23107333223108
1,2009-07-22,70.0,61,0,6,0.0,29.95,3.5,3,04:35,19:21,73.13410574677563
2,2009-07-22,72.0,59,0,8,0.0,29.93,2.8,11,04:35,19:21,63.63694965420793
1,2009-07-23,72.0,58,0,7,0.0,29.93,2.6,32,04:36,19:20,61.397964442270506
2,2009-07-23,71.0,60,0,6,0.1,29.91,1.7,1,04:36,19:20,68.22081474275457
1,2009-07-24,72.0,59,0,7,0.14,29.83,8.9,23,04:37,19:19,63.63694965420793
2,2009-07-24,72.0,60,0,8,0.19,29.82,8.7,23,04:37,19:19,65.9474334617324
1,2009-07-25,74.0,58,0,9,0.0,29.73,10.6,28,04:38,19:18,57.39844888625208
2,2009-07-25,74.0,59,0,9,0.0,29.71,10.8,27,04:38,19:18,59.49158469966004
1,2009-07-26,72.0,58,0,8,0.0,29.82,8.0,29,04:39,19:18,61.397964442270506
2,2009-07-26,73.0,59,0,8,0.0,29.8,9.1,29,04:39,19:18,61.525035905748084
1,2009-07-27,74.0,61,0,9,0.02,29.86,9.3,23,04:40,19:17,63.88019287066455
2,2009-07-27,75.0,61,0,10,0.03,29.85,9.2,23,04:40,19:17,61.777544009622254
1,2009-07-28,75.0,60,0,10,0.01,29.78,6.4,28,04:41,19:16,59.62226929298537
2,2009-07-28,77.0,62,0,12,0.01,29.77,6.5,28,04:41,19:16,59.88201402804045
1,2009-07-29,72.0,51,0,7,0.0,29.84,4.2,35,04:42,19:15,47.57271854969814
2,2009-07-29,72.0,52,0,8,0.0,29.82,3.8,3,04:42,19:15,49.362092716414686
1,2009-07-30,69.0,57,0,4,0.0,29.85,4.4,23,04:43,19:14,65.59556279510115
2,2009-07-30,72.0,57,0,8,0.0,29.84,4.9,24,04:43,19:14,59.22858008458958
1,2009-07-31,70.0,54,0,5,0.0,29.94,6.2,26,04:44,19:13,56.85324660594026
2,2009-07-31,72.0,55,0,7,0.0,29.92,5.9,27,04:44,19:13,55.091227971046706
1,2009-08-01,68.0,59,0,3,0.0,29.91,11.6,22,04:45,19:11,72.93876680928582
2,2009-08-01,69.0,59,0,4,0.01,29.9,10.6,23,04:45,19:11,70.47782542093019
1,2009-08-02,68.0,51,0,3,0.0,29.93,6.8,25,04:46,19:10,54.52642597791101
2,2009-08-02,68.0,52,0,4,0.0,29.92,6.2,26,04:46,19:10,56.577353085352414
1,2009-08-03,76.0,60,0,11,0.07,29.82,12.2,21,04:47,19:09,57.66778910783504
2,2009-08-03,77.0,61,0,12,0.06,29.81,11.0,21,04:47,19:09,57.80165089822067
1,2009-08-04,76.0,61,0,11,0.0,29.87,2.5,2,04:48,19:08,59.75241167088612
2,2009-08-04,78.0,63,0,13,0.0,29.85,1.8,5,04:48,19:08,60.01107855818599
1,2009-08-05,70.0,54,0,5,0.0,30.05,2.9,6,04:49,19:07,56.85324660594026
2,2009-08-05,72.0,56,0,8,0.0,30.03,3.8,6,04:49,19:07,57.126939972459
1,2009-08-06,71.0,51,0,6,0.0,30.09,1.4,6,04:50,19:06,49.21267513574142
2,2009-08-06,72.0,51,0,7,0.0,30.08,3.4,9,04:50,19:06,47.57271854969814
1,2009-08-07,69.0,59,0,4,0.33,30.09,7.3,15,04:51,19:04,70.47782542093019
2,2009-08-07,70.0,59,0,6,0.23,30.08,6.4,15,04:51,19:04,68.10974812297766
1,2009-08-08,78.0,70,0,14,0.02,29.92,12.9,21,04:52,19:03,76.46535750657347
2,2009-08-08,79.0,70,0,14,0.08,29.92,12.2,21,04:52,19:03,73.98921543414879
1,2009-08-09,84.0,71,0,19,0.18,29.94,11.6,23,04:53,19:02,65.06449461485761
2,2009-08-09,84.0,72,0,20,0.02,29.92,11.1,23,04:53,19:02,67.3074386742715
1,2009-08-10,78.0,65,0,13,0.0,29.95,6.9,26,04:54,19:00,64.36023541711909
2,2009-08-10,78.0,66,0,14,0.0,29.94,8.3,26,04:54,19:00,66.6367864988586
1,2009-08-11,72.0,61,0,7,0.0,30.0,6.3,2,04:55,18:59,68.33135540319206
2,2009-08-11,73.0,62,0,8,0.0,29.98,6.1,2,04:55,18:59,68.44137294700022
1,2009-08-12,72.0,55,0,7,0.0,30.09,3.7,4,04:56,18:58,55.091227971046706
2,2009-08-12,72.0,56,0,8,0.0,30.07,5.5,5,04:56,18:58,57.126939972459
1,2009-08-13,73.0,55,0,8,0.0,30.1,1.5,14,04:57,18:56,53.262920322678845
2,2009-08-13,74.0,55,0,10,0.0,30.09,2.0,16,04:57,18:56,51.50253858578978
1,2009-08-14,76.0,59,0,11,0.0,30.1,5.4,21,04:58,18:55,55.64738458327224
2,2009-08-14,78.0,59,0,13,0.0,30.08,6.3,21,04:58,18:55,52.080362399061585
1,2009-08-15,78.0,61,0,13,0.0,30.04,8.7,19,04:59,18:54,55.92225541850748
2,2009-08-15,80.0,61,0,15,0.0,30.02,8.3,19,04:59,18:54,52.36618948569386
1,2009-08-16,79.0,67,0,14,0.63,29.99,9.5,20,05:00,18:52,66.74984501973368
2,2009-08-16,80.0,68,0,16,0.27,29.97,9.3,21,05:00,18:52,66.86238676063813
1,2009-08-17,76.0,68,0,12,0.33,30.0,4.6,22,05:01,18:51,76.29328958738
2,2009-08-17,77.0,68,0,12,0.59,29.98,5.1,22,05:01,18:51,73.8025121880607
1,2009-08-18,74.0,59,0,9,0.0,29.99,7.5,27,05:02,18:49,59.49158469966004
2,2009-08-18,75.0,61,0,10,0.0,29.97,8.0,27,05:02,18:49,61.777544009622254
1,2009-08-19,71.0,60,0,6,0.35,29.83,5.7,16,05:03,18:48,68.22081474275457
2,2009-08-19,72.0,62,0,8,0.61,29.82,5.9,16,05:03,18:48,70.79069748395239
1,2009-08-20,71.0,61,0,6,0.07,29.66,12.1,23,05:04,18:46,70.68691673630492
2,2009-08-20,72.0,61,0,7,0.12,29.65,12.2,23,05:04,18:46,68.33135540319206
1,2009-08-21,66.0,58,0,1,0.16,29.75,7.7,27,05:05,18:45,75.4057685928978
2,2009-08-21,66.0,58,0,2,0.05,29.75,10.1,27,05:05,18:45,75.4057685928978
1,2009-08-22,62.0,52,2,0,0.0,30.0,7.8,1,05:06,18:43,69.72963181723787
2,2009-08-22,64.0,52,1,0,0.0,29.99,9.4,36,05:06,18:43,64.99819801604751
1,2009-08-23,65.0,53,0,0,0.0,30.09,2.7,2,05:08,18:42,65.11877527904619
2,2009-08-23,66.0,55,0,1,0.0,30.08,3.5,5,05:08,18:42,67.66016472401645
1,2009-08-24,66.0,56,0,2,0.0,30.13,3.8,21,05:09,18:40,70.16031972906734
2,2009-08-24,68.0,57,0,3,0.0,30.12,5.0,21,05:09,18:40,67.8860255670556
1,2009-08-25,71.0,61,0,6,0.0,30.05,9.1,21,05:10,18:39,70.68691673630492
2,2009-08-25,72.0,61,0,7,0.0,30.04,8.3,21,05:10,18:39,68.33135540319206
1,2009-08-26,68.0,62,0,3,0.93,30.08,5.2,2,05:11,18:37,81.13817843415876
2,2009-08-26,68.0,64,0,3,0.54,30.07,3.9,2,05:11,18:37,87.04449478950775
1,2009-08-27,64.0,60,1,0,0.95,30.08,9.1,7,05:12,18:35,86.837168015172
2,2009-08-27,64.0,61,0,0,1.19,30.07,10.7,8,05:12,18:35,89.97622922345559
1,2009-08-28,64.0,61,1,0,0.22,29.93,3.4,2,05:13,18:34,89.97622922345559
2,2009-08-28,66.0,61,0,1,0.28,29.92,2.6,2,05:13,18:34,83.92099672973481
1,2009-08-29,62.0,51,2,0,0.02,29.89,11.4,31,05:14,18:32,67.20193505719087
2,2009-08-29,62.0,52,2,0,0.01,29.88,10.4,31,05:14,18:32,69.72963181723787
1,2009-08-30,58.0,47,6,0,0.0,30.14,8.2,1,05:15,18:31,66.73487075122688
2,2009-08-30,58.0,47,6,0,0.0,30.13,9.4,1,05:15,18:31,66.73487075122688
1,2009-08-31,58.0,44,6,0,0.0,30.27,4.8,3,05:16,18:29,59.56031115516402
2,2009-08-31,58.0,44,7,0,0.0,30.26,5.3,4,05:16,18:29,59.56031115516402
1,2009-09-01,60.0,47,5,0,0.0,30.31,3.3,4,05:17,18:27,62.13107935157103
2,2009-09-01,60.0,49,4,0,0.0,30.3,3.2,6,05:17,18:27,66.96951913995109
1,2009-09-02,62.0,50,3,0,0.0,30.25,4.1,6,05:18,18:26,64.75536744234604
2,2009-09-02,62.0,51,2,0,0.0,30.23,3.2,8,05:18,18:26,67.20193505719087
1,2009-09-03,66.0,54,0,1,0.0,30.16,4.7,5,05:19,18:24,65.2387976002875
2,2009-09-03,66.0,55,0,1,0.0,30.14,5.2,6,05:19,18:24,67.66016472401645
1,2009-09-04,64.0,54,0,0,0.0,30.15,3.6,4,05:20,18:22,69.94603538909423
2,2009-09-04,66.0,55,0,2,0.0,30.14,3.8,4,05:20,18:22,67.66016472401645
1,2009-09-05,66.0,57,0,1,0.0,30.21,4.3,4,05:21,18:21,72.74144419142435
2,2009-09-05,68.0,57,0,3,0.0,30.19,5.2,6,05:21,18:21,67.8860255670556
1,2009-09-06,69.0,59,0,4,0.03,30.19,4.2,5,05:22,18:19,70.47782542093019
2,2009-09-06,72.0,59,0,7,0.0,30.17,6.3,8,05:22,18:19,63.63694965420793
1,2009-09-07,68.0,59,0,3,0.0,30.0,5.8,3,05:23,18:17,72.93876680928582
2,2009-09-07,70.0,59,0,5,0.0,30.09,6.3,4,05:23,18:17,68.10974812297766
1,2009-09-08,69.0,60,0,4,0.0,30.07,6.6,3,05:24,18:15,73.03668274060732
2,2009-09-08,70.0,62,0,5,0.0,30.05,6.9,4,05:24,18:15,75.76630560203299
1,2009-09-09,72.0,63,0,7,0.0,30.14,6.1,6,05:25,18:14,73.32748485196429
2,2009-09-09,72.0,63,0,8,0.0,30.12,6.8,7,05:25,18:14,73.32748485196429
1,2009-09-10,72.0,62,0,8,0.0,30.2,6.0,6,05:26,18:12,70.79069748395239
2,2009-09-10,72.0,62,0,8,0.0,30.17,6.6,7,05:26,18:12,70.79069748395239
1,2009-09-11,70.0,59,0,6,0.0,30.17,5.1,7,05:27,18:10,68.10974812297766
2,2009-09-11,71.0,59,0,6,0.0,30.15,6.4,8,05:27,18:10,65.83068248854447
1,2009-09-12,68.0,60,0,4,0.0,30.14,3.7,3,05:28,18:09,75.58697418832249
2,2009-09-12,70.0,61,0,5,0.0,30.12,3.2,6,05:28,18:09,73.13410574677563
1,2009-09-13,69.0,54,0,4,0.0,30.12,1.5,7,05:29,18:07,58.82995164909109
2,2009-09-13,68.0,55,0,3,0.01,30.11,2.5,7,05:29,18:07,63.14391642044514
1,2009-09-14,71.0,55,0,6,0.0,30.07,0.1,33,05:30,18:05,56.99036732861668
2,2009-09-14,72.0,56,0,7,0.0,30.05,1.1,13,05:30,18:05,57.126939972459
1,2009-09-15,73.0,59,0,8,0.0,30.07,6.2,2,05:31,18:03,61.525035905748084
2,2009-09-15,73.0,58,0,8,0.0,30.05,5.8,2,05:31,18:03,59.36035569550202
1,2009-09-16,65.0,54,0,0,0.0,30.2,11.0,5,05:32,18:00,67.54642519496244
2,2009-09-16,67.0,54,0,2,0.0,30.18,12.5,6,05:32,18:00,63.01927907119633
1,2009-09-17,61.0,52,4,0,0.0,30.18,3.4,5,05:33,17:58,72.23929984287824
2,2009-09-17,62.0,51,2,0,0.0,30.17,4.5,8,05:33,17:58,67.20193505719087
1,2009-09-18,64.0,55,0,0,0.0,30.18,5.1,2,05:35,17:56,72.54211374670008
2,2009-09-18,66.0,55,0,1,0.0,30.17,5.3,3,05:35,17:56,67.66016472401645
1,2009-09-19,66.0,55,0,1,0.0,30.21,3.2,10,05:36,17:55,67.66016472401645
