Year,Month,Day,Species,Block,Street,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Station,DLHRs,Tavg,DewPoint,PrecipTotal,SeaLevel,AveWindSpd,RHumidity
2007,10,4,CULEX PIPIENS/RESTUANS,60, W MONTROSE DR,T017,41.960616,-87.777189,9,1,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX PIPIENS,22, W PERSHING RD,T060,41.823065,-87.678378,8,3,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,22, W 51ST ST,T061,41.801179,-87.679447,8,2,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,35, W 51ST ST,T062,41.800737,-87.71188,8,5,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,35, W 51ST ST,T062,41.800737,-87.71188,8,12,1,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX SALINARIUS,35, W 51ST ST,T062,41.800737,-87.71188,8,1,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX TERRITANS,35, W 51ST ST,T062,41.800737,-87.71188,8,1,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,52, W 63RD ST,T065,41.778297,-87.752411,9,13,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,52, W 63RD ST,T065,41.778297,-87.752411,9,29,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX TERRITANS,52, W 63RD ST,T065,41.778297,-87.752411,9,3,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,22, W 51ST ST,T061,41.801179,-87.679447,8,8,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,67, S KEDZIE AVE,T066,41.77166,-87.703047,8,31,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,60, W ROSCOE ST,T005,41.942114,-87.776385,8,2,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX PIPIENS/RESTUANS,11, S ARTESIAN AVE,T160,41.903002,-87.688267,8,14,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,25, S THROOP,T051,41.846283,-87.656913,9,1,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,10, W 95TH ST,T085,41.721474,-87.648064,8,8,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,10, S CALIFORNIA AVE,T088,41.869107,-87.696293,9,3,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,10, S CALIFORNIA AVE,T088,41.869107,-87.696293,9,5,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,96, S HOYNE AVE,T161,41.719059,-87.675088,9,7,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,96, S HOYNE AVE,T161,41.719059,-87.675088,9,3,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,18, W LELAND AVE,T219,41.966987,-87.674677,8,5,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX RESTUANS,18, W LELAND AVE,T219,41.966987,-87.674677,8,1,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,11, S ARTESIAN AVE,T160,41.903002,-87.688267,8,3,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,18, W LELAND AVE,T219,41.966987,-87.674677,8,3,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,64, W STRONG ST,T014,41.970248,-87.787992,8,9,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX PIPIENS,64, W STRONG ST,T014,41.970248,-87.787992,8,19,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,41.89923,-87.716788,9,3,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,10, N CENTRAL PARK DR,T030,41.89923,-87.716788,9,3,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,20, E 111TH ST,T084,41.692555,-87.598865,8,9,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,20, E 111TH ST,T084,41.692555,-87.598865,8,3,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,33, N RUTHERFORD AVE,T144,41.94016,-87.794896,9,15,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX PIPIENS,33, N RUTHERFORD AVE,T144,41.94016,-87.794896,9,10,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX PIPIENS,61, W FULLERTON AVE,T013,41.923738,-87.785288,9,37,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX RESTUANS,67, S KEDZIE AVE,T066,41.77166,-87.703047,8,1,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,67, S KEDZIE AVE,T066,41.77166,-87.703047,8,30,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX TERRITANS,67, S KEDZIE AVE,T066,41.77166,-87.703047,8,1,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,50, S UNION AVE,T082,41.803423,-87.642984,8,6,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,41.798697,-87.736812,8,6,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,52, S KOLMAR,T114,41.798697,-87.736812,8,17,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX TERRITANS,52, S KOLMAR,T114,41.798697,-87.736812,8,4,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,63, W 64TH ST,T155,41.776156,-87.778927,9,23,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,63, W 64TH ST,T155,41.776156,-87.778927,9,27,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,37, S PULASKI RD,T063,41.82561,-87.726549,9,10,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,37, S PULASKI RD,T063,41.82561,-87.726549,9,2,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,50, S UNION AVE,T082,41.803423,-87.642984,8,5,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX RESTUANS,82, E 138TH ST,T097,41.644612,-87.604498,5,1,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,98, S AVENUE G,T100,41.717753,-87.531657,8,2,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,98, S AVENUE G,T100,41.717753,-87.531657,8,12,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,10, S COTTAGE GROVE,T102,41.750498,-87.605294,5,2,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,10, S COTTAGE GROVE,T102,41.750498,-87.605294,5,10,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,41.702724,-87.536497,5,15,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,66, S KILPATRICK AVE,T156,41.772846,-87.740029,9,5,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,66, S KILPATRICK AVE,T156,41.772846,-87.740029,9,8,1,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,81, W 37TH PL.,T157,41.825902,-87.667827,5,2,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,82, E 138TH ST,T097,41.644612,-87.604498,5,2,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,40, S DEARBORN ST,T081,41.821582,-87.627796,9,7,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,40, S DEARBORN ST,T081,41.821582,-87.627796,9,1,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,77, S EBERHART AVE,T080,41.754676,-87.612922,9,15,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,73, S CICERO AVE,T067,41.759346,-87.745602,9,11,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,73, S CICERO AVE,T067,41.759346,-87.745602,9,3,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,22, W 69TH ST,T069,41.768388,-87.678649,8,7,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,22, W 69TH ST,T069,41.768388,-87.678649,8,8,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,52, S NORDICA,T070,41.797616,-87.797894,8,4,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,52, S NORDICA,T070,41.797616,-87.797894,8,2,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,61, S MELVINA AVE,T071,41.781416,-87.776532,8,4,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,61, S MELVINA AVE,T071,41.781416,-87.776532,8,3,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,10, E 67TH ST,T073,41.773215,-87.60088,8,7,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,10, E 67TH ST,T073,41.773215,-87.60088,8,3,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,39, S ASHLAND AVE,T074,41.822536,-87.666343,9,2,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,39, S ASHLAND AVE,T074,41.822536,-87.666343,9,2,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,47, S CORNELL AVE,T075,41.799282,-87.585487,8,1,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX RESTUANS,47, S CORNELL AVE,T075,41.799282,-87.585487,8,1,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,47, S CORNELL AVE,T075,41.799282,-87.585487,8,4,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,64, S STONY ISLAND AVE,T077,41.778748,-87.586427,8,1,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,71, S SOUTH SHORE DR,T079,41.766202,-87.562889,9,4,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX RESTUANS,71, S SOUTH SHORE DR,T079,41.766202,-87.562889,9,1,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,71, S SOUTH SHORE DR,T079,41.766202,-87.562889,9,4,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,25, S THROOP,T051,41.846283,-87.656913,9,3,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,11, S CALIFORNIA,T047,41.868142,-87.696269,9,2,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,10, W 95TH ST,T085,41.721474,-87.648064,8,1,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,30, W 18TH ST,T043,41.857402,-87.694991,8,7,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX TERRITANS,53, N STREETER DR,T129,41.891126,-87.61156,5,5,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,41.999129,-87.795585,8,1,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX PIPIENS,65, N OAK PARK AVE,T143,41.999129,-87.795585,8,2,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX PIPIENS/RESTUANS,15, N LONG AVE,T153,41.907645,-87.760886,8,21,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX RESTUANS,15, N LONG AVE,T153,41.907645,-87.760886,8,1,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,41.944869,-87.832763,8,5,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX PIPIENS,36, N PITTSBURGH AVE,T011,41.944869,-87.832763,8,2,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX PIPIENS/RESTUANS,72, N OKETO AVE,T016,42.011601,-87.811506,8,23,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX PIPIENS,53, N STREETER DR,T129,41.891126,-87.61156,5,9,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,72, N OKETO AVE,T016,42.011601,-87.811506,8,26,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX PIPIENS/RESTUANS,38, N CALIFORNIA AVE,T019,41.94983,-87.698457,9,3,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,38, N CALIFORNIA AVE,T019,41.94983,-87.698457,9,2,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,49, W BALMORAL AVE,T025,41.979243,-87.750938,9,1,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX PIPIENS,49, W BALMORAL AVE,T025,41.979243,-87.750938,9,5,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,41.986921,-87.689778,9,5,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX PIPIENS/RESTUANS,11, S CALIFORNIA,T047,41.868142,-87.696269,9,2,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,41.801498,-87.763416,9,3,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,50, S CENTRAL AVE,T031,41.801498,-87.763416,9,16,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX TERRITANS,72, N OKETO AVE,T016,42.011601,-87.811506,8,1,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX RESTUANS,53, N STREETER DR,T129,41.891126,-87.61156,5,1,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,53, N STREETER DR,T129,41.891126,-87.61156,5,6,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,22, W 89TH ST,T096,41.731922,-87.677512,8,5,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,41.95469,-87.800991,9,29,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX PIPIENS/RESTUANS,62, N MANDELL AVE,T007,41.994991,-87.769279,9,2,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX PIPIENS,62, N MANDELL AVE,T007,41.994991,-87.769279,9,1,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX PIPIENS/RESTUANS,79, W FOSTER AVE,T015,41.974089,-87.824812,8,1,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX PIPIENS,79, W FOSTER AVE,T015,41.974089,-87.824812,8,9,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,41.9216,-87.666455,8,7,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,25, W GRAND AVE,T046,41.891118,-87.654491,8,8,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,25, W GRAND AVE,T046,41.891118,-87.654491,8,26,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,41.867108,-87.654224,8,15,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,11, W ROOSEVELT,T048,41.867108,-87.654224,8,6,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,11, W CHICAGO,T049,41.896282,-87.655232,8,1,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,11, W CHICAGO,T049,41.896282,-87.655232,8,1,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,21, N STAVE ST,T050,41.919343,-87.694259,8,1,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,41.921965,-87.632085,8,2,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX TERRITANS,22, N CANNON DR,T054,41.921965,-87.632085,8,1,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,11, S PEORIA ST,T091,41.862292,-87.64886,8,8,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,11, S PEORIA ST,T091,41.862292,-87.64886,8,1,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,41.720848,-87.666014,9,3,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,22, W 89TH ST,T096,41.731922,-87.677512,8,8,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX TERRITANS,50, S CENTRAL AVE,T031,41.801498,-87.763416,9,1,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,14, N HUMBOLDT DR,T033,41.906638,-87.701431,9,10,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,58, N WESTERN AVE,T028,41.986921,-87.689778,9,6,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX PIPIENS,10, S VINCENNES,T089,41.723195,-87.64997,5,1,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,93, S DR MARTIN LUTHER KING JR DR,T162,41.725517,-87.614258,8,4,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,93, S DR MARTIN LUTHER KING JR DR,T162,41.725517,-87.614258,8,4,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,14, N HUMBOLDT DR,T033,41.906638,-87.701431,9,12,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,45, N CAMPBELL AVE,T220,41.963976,-87.69181,9,3,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX PIPIENS,40, N TRIPP AVE,T001,41.953705,-87.733974,8,1,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX TERRITANS,40, N TRIPP AVE,T001,41.953705,-87.733974,8,1,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX PIPIENS/RESTUANS,46, N MILWAUKEE AVE,T003,41.964242,-87.757639,8,10,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX PIPIENS,46, N MILWAUKEE AVE,T003,41.964242,-87.757639,8,9,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX PIPIENS,35, W 116TH ST,T158,41.682587,-87.707973,9,7,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,60, N AVONDALE AVE,T006,41.990284,-87.797127,8,10,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,42.008314,-87.777921,9,12,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX PIPIENS,70, N MOSELL AVE,T008,42.008314,-87.777921,9,15,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,41.991429,-87.747113,8,11,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX PIPIENS,61, N LEMONT AVE,T012,41.991429,-87.747113,8,3,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX PIPIENS/RESTUANS,27, S WESTERN AVE,T034,41.843811,-87.686763,9,3,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,27, S WESTERN AVE,T034,41.843811,-87.686763,9,4,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS/RESTUANS,68, W BELDEN AVE,T037,41.921177,-87.79518,8,11,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX PIPIENS,68, W BELDEN AVE,T037,41.921177,-87.79518,8,9,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX PIPIENS,60, N AVONDALE AVE,T006,41.990284,-87.797127,8,1,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,41.682587,-87.707973,9,3,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
2007,10,4,CULEX PIPIENS,37, N KEDVALE AVE,T218,41.948167,-87.730698,8,2,0,1,11.616666666666667,65.857143,51.857143,0.5200020000000001,30.062857,7.557143,61.797151
2007,10,4,CULEX PIPIENS/RESTUANS,21, N LAWLER AVE,T154,41.918705,-87.752329,8,9,0,2,11.616666666666667,67.285714,51.428571,0.42,30.058571,7.385714,58.081078
