Date,Year,Month,Day,Species,Block,Street,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Station,Tavg,DewPoint,Heat,Cool,PrecipTotal,SeaLevel,ResultSpeed,ResultDir,Sunrise,Sunset,RHumidity
2007-08-24,2007,8,24,CULEX PIPIENS/RESTUANS,45, N CAMPBELL AVE,T220,41.963976,-87.69181,9,4,0,1,74.0,67,0,10,0.24,29.82,5.8,25,05:09,18:40,78.80034208478955
2007-08-24,2007,8,24,CULEX PIPIENS/RESTUANS,10, S CALIFORNIA AVE,T088,41.869107,-87.696293,9,3,0,2,75.0,67,0,10,0.2,29.81,5.5,25,05:09,18:40,76.2065889652617
2007-08-24,2007,8,24,CULEX PIPIENS,10, W 95TH ST,T085,41.721474,-87.648064,8,7,0,2,75.0,67,0,10,0.2,29.81,5.5,25,05:09,18:40,76.2065889652617
2007-08-24,2007,8,24,CULEX PIPIENS/RESTUANS,42, W 31ST ST,T036,41.837085,-87.729384,9,1,0,2,75.0,67,0,10,0.2,29.81,5.5,25,05:09,18:40,76.2065889652617
2007-08-24,2007,8,24,CULEX PIPIENS,30, S HOYNE AVE,T035,41.836644,-87.677737,8,2,0,2,75.0,67,0,10,0.2,29.81,5.5,25,05:09,18:40,76.2065889652617
2007-08-24,2007,8,24,CULEX PIPIENS/RESTUANS,30, S HOYNE AVE,T035,41.836644,-87.677737,8,8,0,2,75.0,67,0,10,0.2,29.81,5.5,25,05:09,18:40,76.2065889652617
2007-08-24,2007,8,24,CULEX PIPIENS/RESTUANS,33, W 104TH ST,T095,41.704336,-87.703736,8,6,1,2,75.0,67,0,10,0.2,29.81,5.5,25,05:09,18:40,76.2065889652617
2007-08-24,2007,8,24,CULEX PIPIENS,60, W ROSCOE ST,T005,41.942114,-87.776385,8,12,1,1,74.0,67,0,10,0.24,29.82,5.8,25,05:09,18:40,78.80034208478955
2007-08-24,2007,8,24,CULEX PIPIENS/RESTUANS,60, W ROSCOE ST,T005,41.942114,-87.776385,8,5,1,1,74.0,67,0,10,0.24,29.82,5.8,25,05:09,18:40,78.80034208478955
2007-08-24,2007,8,24,CULEX PIPIENS/RESTUANS,11, S ARTESIAN AVE,T160,41.903002,-87.688267,8,3,0,2,75.0,67,0,10,0.2,29.81,5.5,25,05:09,18:40,76.2065889652617
2007-08-24,2007,8,24,CULEX PIPIENS,33, N RUTHERFORD AVE,T144,41.94016,-87.794896,9,15,1,1,74.0,67,0,10,0.24,29.82,5.8,25,05:09,18:40,78.80034208478955
2007-08-24,2007,8,24,CULEX PIPIENS/RESTUANS,33, N RUTHERFORD AVE,T144,41.94016,-87.794896,9,3,0,1,74.0,67,0,10,0.24,29.82,5.8,25,05:09,18:40,78.80034208478955
2007-08-24,2007,8,24,CULEX PIPIENS,20, E 111TH ST,T084,41.692555,-87.598865,8,3,0,2,75.0,67,0,10,0.2,29.81,5.5,25,05:09,18:40,76.2065889652617
2007-08-24,2007,8,24,CULEX PIPIENS/RESTUANS,20, E 111TH ST,T084,41.692555,-87.598865,8,15,0,2,75.0,67,0,10,0.2,29.81,5.5,25,05:09,18:40,76.2065889652617
2007-08-24,2007,8,24,CULEX PIPIENS,11, S ARTESIAN AVE,T160,41.903002,-87.688267,8,3,1,2,75.0,67,0,10,0.2,29.81,5.5,25,05:09,18:40,76.2065889652617
2007-08-24,2007,8,24,CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,41.89923,-87.716788,9,4,0,2,75.0,67,0,10,0.2,29.81,5.5,25,05:09,18:40,76.2065889652617
2007-08-24,2007,8,24,CULEX PIPIENS,10, N CENTRAL PARK DR,T030,41.89923,-87.716788,9,7,0,2,75.0,67,0,10,0.2,29.81,5.5,25,05:09,18:40,76.2065889652617
2007-08-24,2007,8,24,CULEX PIPIENS/RESTUANS,96, S HOYNE AVE,T161,41.719059,-87.675088,9,2,0,2,75.0,67,0,10,0.2,29.81,5.5,25,05:09,18:40,76.2065889652617
2007-08-24,2007,8,24,CULEX PIPIENS,10, S CALIFORNIA AVE,T088,41.869107,-87.696293,9,10,0,2,75.0,67,0,10,0.2,29.81,5.5,25,05:09,18:40,76.2065889652617
2007-08-24,2007,8,24,CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,41.923738,-87.785288,9,35,0,1,74.0,67,0,10,0.24,29.82,5.8,25,05:09,18:40,78.80034208478955
2007-08-24,2007,8,24,CULEX PIPIENS,61, W FULLERTON AVE,T013,41.923738,-87.785288,9,16,0,1,74.0,67,0,10,0.24,29.82,5.8,25,05:09,18:40,78.80034208478955
2007-08-24,2007,8,24,CULEX PIPIENS,18, W LELAND AVE,T219,41.966987,-87.674677,8,1,0,2,75.0,67,0,10,0.2,29.81,5.5,25,05:09,18:40,76.2065889652617
2007-08-24,2007,8,24,CULEX PIPIENS/RESTUANS,64, W STRONG ST,T014,41.970248,-87.787992,8,10,0,1,74.0,67,0,10,0.24,29.82,5.8,25,05:09,18:40,78.80034208478955
2007-08-24,2007,8,24,CULEX RESTUANS,64, W STRONG ST,T014,41.970248,-87.787992,8,1,0,1,74.0,67,0,10,0.24,29.82,5.8,25,05:09,18:40,78.80034208478955
2007-08-24,2007,8,24,CULEX PIPIENS,64, W STRONG ST,T014,41.970248,-87.787992,8,18,1,1,74.0,67,0,10,0.24,29.82,5.8,25,05:09,18:40,78.80034208478955
2007-08-24,2007,8,24,CULEX PIPIENS/RESTUANS,12, W GREENLEAF AVE,T018,42.010412,-87.66214,8,1,0,1,74.0,67,0,10,0.24,29.82,5.8,25,05:09,18:40,78.80034208478955
2007-08-28,2007,8,28,CULEX PIPIENS,13, S TORRENCE AVE,T200,41.678618,-87.559308,5,48,0,2,80.0,65,0,15,0.0,29.98,7.8,21,05:13,18:34,60.26760290646863
2007-08-28,2007,8,28,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,5,561,1,2,80.0,65,0,15,0.0,29.98,7.8,21,05:13,18:34,60.26760290646863
2007-08-28,2007,8,28,CULEX PIPIENS,11, S AVENUE L,T103,41.702724,-87.536497,5,421,1,2,80.0,65,0,15,0.0,29.98,7.8,21,05:13,18:34,60.26760290646863
2007-08-28,2007,8,28,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,5,2207,1,2,80.0,65,0,15,0.0,29.98,7.8,21,05:13,18:34,60.26760290646863
2007-08-28,2007,8,28,CULEX PIPIENS,40, E 130TH ST,T221,41.659112,-87.538693,8,13,0,2,80.0,65,0,15,0.0,29.98,7.8,21,05:13,18:34,60.26760290646863
2007-08-28,2007,8,28,CULEX PIPIENS,24, E 105TH ST,T128,41.704572,-87.565666,8,290,1,2,80.0,65,0,15,0.0,29.98,7.8,21,05:13,18:34,60.26760290646863
2007-08-28,2007,8,28,CULEX PIPIENS/RESTUANS,13, S TORRENCE AVE,T200,41.678618,-87.559308,5,28,0,2,80.0,65,0,15,0.0,29.98,7.8,21,05:13,18:34,60.26760290646863
2007-08-28,2007,8,28,CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,5,12,0,2,80.0,65,0,15,0.0,29.98,7.8,21,05:13,18:34,60.26760290646863
2007-08-28,2007,8,28,CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,41.702724,-87.536497,5,399,0,2,80.0,65,0,15,0.0,29.98,7.8,21,05:13,18:34,60.26760290646863
2007-08-28,2007,8,28,CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,41.673408,-87.599862,5,269,1,2,80.0,65,0,15,0.0,29.98,7.8,21,05:13,18:34,60.26760290646863
2007-08-28,2007,8,28,CULEX TERRITANS,13, S TORRENCE AVE,T200,41.678618,-87.559308,5,3,0,2,80.0,65,0,15,0.0,29.98,7.8,21,05:13,18:34,60.26760290646863
2007-08-28,2007,8,28,CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,41.704572,-87.565666,8,123,0,2,80.0,65,0,15,0.0,29.98,7.8,21,05:13,18:34,60.26760290646863
2007-08-28,2007,8,28,CULEX PIPIENS/RESTUANS,40, E 130TH ST,T221,41.659112,-87.538693,8,11,0,2,80.0,65,0,15,0.0,29.98,7.8,21,05:13,18:34,60.26760290646863
2007-08-28,2007,8,28,CULEX PIPIENS,37, E 118TH ST,T212,41.680946,-87.535198,8,211,1,2,80.0,65,0,15,0.0,29.98,7.8,21,05:13,18:34,60.26760290646863
2007-08-28,2007,8,28,CULEX TERRITANS,11, S AVENUE L,T103,41.702724,-87.536497,5,2,0,2,80.0,65,0,15,0.0,29.98,7.8,21,05:13,18:34,60.26760290646863
2007-08-28,2007,8,28,CULEX TERRITANS,38, E 115TH ST,T215,41.686398,-87.531635,8,1,0,2,80.0,65,0,15,0.0,29.98,7.8,21,05:13,18:34,60.26760290646863
2007-08-28,2007,8,28,CULEX PIPIENS/RESTUANS,10, S COTTAGE GROVE,T102,41.750498,-87.605294,5,12,0,2,80.0,65,0,15,0.0,29.98,7.8,21,05:13,18:34,60.26760290646863
2007-08-28,2007,8,28,CULEX PIPIENS,10, S COTTAGE GROVE,T102,41.750498,-87.605294,5,8,0,2,80.0,65,0,15,0.0,29.98,7.8,21,05:13,18:34,60.26760290646863
2007-08-28,2007,8,28,CULEX TERRITANS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,5,1,0,2,80.0,65,0,15,0.0,29.98,7.8,21,05:13,18:34,60.26760290646863
2007-08-28,2007,8,28,CULEX PIPIENS/RESTUANS,13, S MACKINAW,T206,41.737052,-87.543067,5,7,0,2,80.0,65,0,15,0.0,29.98,7.8,21,05:13,18:34,60.26760290646863
2007-08-28,2007,8,28,CULEX PIPIENS,13, S MACKINAW,T206,41.737052,-87.543067,5,13,0,2,80.0,65,0,15,0.0,29.98,7.8,21,05:13,18:34,60.26760290646863
2007-08-28,2007,8,28,CULEX PIPIENS/RESTUANS,13, S BRANDON,T209,41.740641,-87.546587,5,6,0,2,80.0,65,0,15,0.0,29.98,7.8,21,05:13,18:34,60.26760290646863
2007-08-28,2007,8,28,CULEX PIPIENS/RESTUANS,37, E 118TH ST,T212,41.680946,-87.535198,8,40,0,2,80.0,65,0,15,0.0,29.98,7.8,21,05:13,18:34,60.26760290646863
2007-08-28,2007,8,28,CULEX PIPIENS/RESTUANS,38, E 115TH ST,T215,41.686398,-87.531635,8,12,0,2,80.0,65,0,15,0.0,29.98,7.8,21,05:13,18:34,60.26760290646863
2007-08-28,2007,8,28,CULEX PIPIENS,13, S BRANDON,T209,41.740641,-87.546587,5,27,0,2,80.0,65,0,15,0.0,29.98,7.8,21,05:13,18:34,60.26760290646863
2007-08-28,2007,8,28,CULEX SALINARIUS,38, E 115TH ST,T215,41.686398,-87.531635,8,3,0,2,80.0,65,0,15,0.0,29.98,7.8,21,05:13,18:34,60.26760290646863
2007-08-28,2007,8,28,CULEX PIPIENS/RESTUANS,81, E 91ST ST,T107,41.729669,-87.582699,5,4,1,2,80.0,65,0,15,0.0,29.98,7.8,21,05:13,18:34,60.26760290646863
2007-08-28,2007,8,28,CULEX PIPIENS,81, E 91ST ST,T107,41.729669,-87.582699,5,2,0,2,80.0,65,0,15,0.0,29.98,7.8,21,05:13,18:34,60.26760290646863
2007-08-28,2007,8,28,CULEX PIPIENS,38, E 115TH ST,T215,41.686398,-87.531635,8,14,0,2,80.0,65,0,15,0.0,29.98,7.8,21,05:13,18:34,60.26760290646863
2007-09-04,2007,9,4,CULEX PIPIENS,42, W 31ST ST,T036,41.837085,-87.729384,9,1,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,22, W 51ST ST,T061,41.801179,-87.679447,8,4,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX RESTUANS,22, W 51ST ST,T061,41.801179,-87.679447,8,1,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS,22, W 51ST ST,T061,41.801179,-87.679447,8,13,1,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX SALINARIUS,22, W PERSHING RD,T060,41.823065,-87.678378,8,2,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS,17, N PULASKI RD,T039,41.911824,-87.726737,9,1,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,17, N PULASKI RD,T039,41.911824,-87.726737,9,2,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS,49, W SUNNYSIDE AVE,T004,41.962728,-87.748367,9,3,0,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
2007-09-04,2007,9,4,CULEX PIPIENS,12, W GREENLEAF AVE,T018,42.010412,-87.66214,8,1,0,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,33, E RANDOLPH ST,T044,41.883284,-87.705085,8,1,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,60, W MONTROSE DR,T017,41.960616,-87.777189,9,2,0,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,60, W ROSCOE ST,T005,41.942114,-87.776385,8,2,0,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
2007-09-04,2007,9,4,CULEX TERRITANS,22, W 51ST ST,T061,41.801179,-87.679447,8,1,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS,33, N RUTHERFORD AVE,T144,41.94016,-87.794896,9,1,0,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,33, N RUTHERFORD AVE,T144,41.94016,-87.794896,9,4,0,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,41.89923,-87.716788,9,20,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS,33, E RANDOLPH ST,T044,41.883284,-87.705085,8,1,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,35, W 51ST ST,T062,41.800737,-87.71188,8,19,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,41.801498,-87.763416,9,5,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,52, W 63RD ST,T065,41.778297,-87.752411,9,10,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX RESTUANS,12, W GREENLEAF AVE,T018,42.010412,-87.66214,8,5,0,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,58, N PULASKI RD,T027,41.984809,-87.728492,8,2,0,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
2007-09-04,2007,9,4,CULEX PIPIENS,37, S PULASKI RD,T063,41.82561,-87.726549,9,1,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,37, S PULASKI RD,T063,41.82561,-87.726549,9,2,1,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS,10, N CENTRAL PARK DR,T030,41.89923,-87.716788,9,75,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS,91, W HIGGINS AVE,T009,41.981964,-87.812827,8,127,0,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
2007-09-04,2007,9,4,CULEX PIPIENS,61, S MELVINA AVE,T071,41.781416,-87.776532,8,3,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS,52, S NORDICA,T070,41.797616,-87.797894,8,1,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS,22, W 69TH ST,T069,41.768388,-87.678649,8,3,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,22, W 69TH ST,T069,41.768388,-87.678649,8,2,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS,73, S CICERO AVE,T067,41.759346,-87.745602,9,7,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,73, S CICERO AVE,T067,41.759346,-87.745602,9,1,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS,67, S KEDZIE AVE,T066,41.77166,-87.703047,8,3,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,67, S KEDZIE AVE,T066,41.77166,-87.703047,8,1,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX SALINARIUS,52, W 63RD ST,T065,41.778297,-87.752411,9,2,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS,52, W 63RD ST,T065,41.778297,-87.752411,9,14,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX RESTUANS,52, W 63RD ST,T065,41.778297,-87.752411,9,1,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS,35, W 51ST ST,T062,41.800737,-87.71188,8,16,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS,61, W FULLERTON AVE,T013,41.923738,-87.785288,9,2,0,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
2007-09-04,2007,9,4,CULEX PIPIENS,15, W WEBSTER AVE,T045,41.9216,-87.666455,8,2,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS,18, W LELAND AVE,T219,41.966987,-87.674677,8,1,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,38, N CALIFORNIA AVE,T019,41.94983,-87.698457,9,1,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS,72, N OKETO AVE,T016,42.011601,-87.811506,8,1,0,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
2007-09-04,2007,9,4,CULEX PIPIENS,36, N PITTSBURGH AVE,T011,41.944869,-87.832763,8,2,0,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,41.944869,-87.832763,8,2,0,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,91, W HIGGINS AVE,T009,41.981964,-87.812827,8,13,0,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,15, N LONG AVE,T153,41.907645,-87.760886,8,2,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS,75, N OAKLEY AVE,T148,42.01743,-87.687769,8,1,0,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,42.01743,-87.687769,8,1,0,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,41.999129,-87.795585,8,3,0,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
2007-09-04,2007,9,4,CULEX TERRITANS,53, N STREETER DR,T129,41.891126,-87.61156,5,1,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,49, W BALMORAL AVE,T025,41.979243,-87.750938,9,1,0,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,41.923738,-87.785288,9,12,0,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,53, N STREETER DR,T129,41.891126,-87.61156,5,2,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS,22, N CANNON DR,T054,41.921965,-87.632085,8,8,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,41.921965,-87.632085,8,5,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS,11, W CHICAGO,T049,41.896282,-87.655232,8,1,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,41.9216,-87.666455,8,4,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS,79, W FOSTER AVE,T015,41.974089,-87.824812,8,2,0,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
2007-09-04,2007,9,4,CULEX PIPIENS,62, N MANDELL AVE,T007,41.994991,-87.769279,9,5,0,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,62, N MANDELL AVE,T007,41.994991,-87.769279,9,4,0,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
2007-09-04,2007,9,4,CULEX PIPIENS,41, N OAK PARK AVE,T002,41.95469,-87.800991,9,13,1,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,41.95469,-87.800991,9,10,1,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
2007-09-04,2007,9,4,CULEX RESTUANS,53, N STREETER DR,T129,41.891126,-87.61156,5,1,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS,49, W BALMORAL AVE,T025,41.979243,-87.750938,9,1,0,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
2007-09-04,2007,9,4,CULEX PIPIENS,53, N STREETER DR,T129,41.891126,-87.61156,5,4,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS,58, N WESTERN AVE,T028,41.986921,-87.689778,9,5,1,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,41.986921,-87.689778,9,1,1,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,18, W LELAND AVE,T219,41.966987,-87.674677,8,1,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,25, S THROOP,T051,41.846283,-87.656913,9,1,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,11, S CALIFORNIA,T047,41.868142,-87.696269,9,3,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS,68, W BELDEN AVE,T037,41.921177,-87.79518,8,1,0,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,68, W BELDEN AVE,T037,41.921177,-87.79518,8,3,1,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
2007-09-04,2007,9,4,CULEX SALINARIUS,27, S WESTERN AVE,T034,41.843811,-87.686763,9,1,0,2,78.0,59,0,14,0.0,29.99,2.2,24,05:20,18:22,52.08036239906159
2007-09-04,2007,9,4,CULEX PIPIENS,61, N LEMONT AVE,T012,41.991429,-87.747113,8,3,0,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,41.991429,-87.747113,8,1,0,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,42.008314,-87.777921,9,2,0,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
2007-09-04,2007,9,4,CULEX RESTUANS,60, N AVONDALE AVE,T006,41.990284,-87.797127,8,1,0,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
2007-09-04,2007,9,4,CULEX PIPIENS/RESTUANS,46, N MILWAUKEE AVE,T003,41.964242,-87.757639,8,2,0,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
2007-09-04,2007,9,4,CULEX PIPIENS,45, N CAMPBELL AVE,T220,41.963976,-87.69181,9,1,1,1,76.0,60,0,11,0.0,30.0,2.8,22,05:20,18:22,57.66778910783504
